payment_id,order_id,payment_method,payment_date,amount
10279,10279,Digital Wallet,2021-02-03,59408
10280,10280,Digital Wallet,2021-10-20,12693
10286,10286,Digital Wallet,2022-03-10,79832
10293,10293,Cash on Delivery,2022-05-31,144597
10294,10294,Cash on Delivery,2021-08-24,51200
10306,10306,Cash on Delivery,2022-08-07,115495
10308,10308,Digital Wallet,2023-06-15,55182
10316,10316,Digital Wallet,2023-05-16,7019
10317,10317,Bank Transfer,2021-03-31,53944
10319,10319,Digital Wallet,2022-02-03,5699
10322,10322,Cash on Delivery,2023-06-17,60024
10330,10330,Cash on Delivery,2021-12-05,142815
10336,10336,Cash on Delivery,2021-12-05,3070
10342,10342,Cash on Delivery,2023-05-23,76659
10346,10346,Bank Transfer,2023-06-18,13487
10350,10350,Bank Transfer,2021-05-26,142468
10352,10352,Bank Transfer,2021-10-03,90264
10353,10353,Digital Wallet,2021-01-01,35666
10354,10354,Digital Wallet,2021-09-26,138254
10360,10360,Bank Transfer,2021-12-15,66615
10363,10363,Digital Wallet,2021-12-08,79103
10364,10364,Bank Transfer,2022-03-04,88802
10366,10366,Digital Wallet,2023-02-05,53503
10367,10367,Cash on Delivery,2021-10-05,12503
10368,10368,Digital Wallet,2021-12-29,91637
10369,10369,Bank Transfer,2022-02-12,141082
10374,10374,Cash on Delivery,2022-06-18,131775
10376,10376,Bank Transfer,2022-11-06,93931
10379,10379,Cash on Delivery,2022-05-08,81495
10380,10380,Digital Wallet,2021-02-19,76817
10387,10387,Bank Transfer,2022-11-25,98170
10388,10388,Bank Transfer,2021-07-23,7045
10391,10391,Cash on Delivery,2022-12-02,122352
10392,10392,Cash on Delivery,2022-08-18,125296
10395,10395,Bank Transfer,2022-04-11,72591
10403,10403,Bank Transfer,2021-04-21,92376
10406,10406,Bank Transfer,2021-07-30,19848
10413,10413,Digital Wallet,2022-04-21,115180
10415,10415,Cash on Delivery,2022-03-19,133402
10421,10421,Digital Wallet,2022-03-24,26888
10424,10424,Cash on Delivery,2022-11-08,27193
10426,10426,Digital Wallet,2021-09-13,73365
10430,10430,Bank Transfer,2021-12-20,14766
10431,10431,Bank Transfer,2021-06-11,125270
10445,10445,Digital Wallet,2021-05-28,8318
10446,10446,Digital Wallet,2021-01-07,45945
10448,10448,Cash on Delivery,2021-11-07,94181
10451,10451,Digital Wallet,2022-05-21,34461
10463,10463,Digital Wallet,2022-11-14,20326
10476,10476,Bank Transfer,2022-10-26,63258
10478,10478,Cash on Delivery,2023-06-10,3240
10483,10483,Cash on Delivery,2022-06-05,55712
10492,10492,Bank Transfer,2022-10-17,122619
10495,10495,Digital Wallet,2021-04-30,46767
10497,10497,Bank Transfer,2022-03-02,76540
10501,10501,Digital Wallet,2022-02-18,87557
10502,10502,Bank Transfer,2021-05-12,39362
10511,10511,Digital Wallet,2021-08-18,85288
10516,10516,Cash on Delivery,2023-01-20,38793
10517,10517,Digital Wallet,2021-09-14,41964
10518,10518,Cash on Delivery,2021-01-05,120650
10522,10522,Bank Transfer,2021-07-28,17436
10529,10529,Cash on Delivery,2022-03-07,121995
10530,10530,Bank Transfer,2021-07-17,84309
10532,10532,Cash on Delivery,2022-04-27,62863
10536,10536,Digital Wallet,2021-11-13,94476
10540,10540,Bank Transfer,2022-04-26,75644
10541,10541,Cash on Delivery,2021-08-12,111477
10548,10548,Cash on Delivery,2021-03-24,83445
10550,10550,Bank Transfer,2021-01-14,108661
10557,10557,Digital Wallet,2022-12-29,98481
10558,10558,Digital Wallet,2022-11-03,20036
10559,10559,Digital Wallet,2023-02-20,21343
10561,10561,Cash on Delivery,2023-04-09,3915
10564,10564,Cash on Delivery,2022-05-07,10196
10568,10568,Cash on Delivery,2021-12-11,37140
10570,10570,Bank Transfer,2022-09-18,67980
10572,10572,Bank Transfer,2021-10-12,116015
10576,10576,Bank Transfer,2022-11-07,63471
10580,10580,Cash on Delivery,2022-04-08,126771
10587,10587,Digital Wallet,2021-12-04,140858
10592,10592,Cash on Delivery,2022-06-02,125513
10593,10593,Bank Transfer,2022-05-30,119482
10594,10594,Digital Wallet,2023-01-01,144216
10598,10598,Cash on Delivery,2021-04-02,8799
10599,10599,Cash on Delivery,2023-01-14,49534
10602,10602,Digital Wallet,2022-06-05,125695
10606,10606,Cash on Delivery,2022-11-14,118779
10621,10621,Cash on Delivery,2021-07-12,84059
10624,10624,Digital Wallet,2022-01-28,85551
10629,10629,Bank Transfer,2022-11-19,110990
10632,10632,Cash on Delivery,2022-03-25,136254
10633,10633,Bank Transfer,2022-11-16,145344
10634,10634,Cash on Delivery,2023-05-29,38591
10636,10636,Cash on Delivery,2021-03-10,88428
10640,10640,Cash on Delivery,2021-01-18,107017
10642,10642,Digital Wallet,2022-05-31,13769
10649,10649,Bank Transfer,2022-05-05,43150
10657,10657,Digital Wallet,2023-02-04,115385
10660,10660,Digital Wallet,2021-05-08,60789
10661,10661,Digital Wallet,2021-12-05,131186
10666,10666,Digital Wallet,2022-12-04,139100
10668,10668,Bank Transfer,2021-11-10,24081
10672,10672,Digital Wallet,2021-02-11,33198
10679,10679,Bank Transfer,2021-10-17,129561
10683,10683,Cash on Delivery,2021-04-18,52253
10687,10687,Bank Transfer,2021-05-27,131266
10692,10692,Cash on Delivery,2021-04-17,133847
10693,10693,Cash on Delivery,2022-11-03,54660
10698,10698,Digital Wallet,2021-03-06,49225
10701,10701,Bank Transfer,2023-02-18,5959
10709,10709,Bank Transfer,2022-10-26,140403
10714,10714,Digital Wallet,2022-06-07,109105
10715,10715,Bank Transfer,2021-09-02,33204
10716,10716,Digital Wallet,2022-11-12,68966
10717,10717,Bank Transfer,2022-12-24,118126
10719,10719,Cash on Delivery,2022-06-07,101684
10720,10720,Digital Wallet,2022-04-29,46514
10723,10723,Digital Wallet,2021-08-16,114605
10725,10725,Cash on Delivery,2022-03-01,40853
10731,10731,Digital Wallet,2023-02-21,44712
10732,10732,Cash on Delivery,2021-03-02,2992
10734,10734,Cash on Delivery,2021-10-04,36995
10742,10742,Cash on Delivery,2022-11-10,15195
10744,10744,Cash on Delivery,2021-03-07,99350
10748,10748,Cash on Delivery,2021-11-20,81424
10749,10749,Bank Transfer,2021-12-31,23022
10752,10752,Cash on Delivery,2022-06-29,124334
10757,10757,Digital Wallet,2021-04-17,148574
10759,10759,Digital Wallet,2022-05-03,83104
10763,10763,Bank Transfer,2022-05-22,43935
10770,10770,Digital Wallet,2022-12-21,105390
10775,10775,Bank Transfer,2022-01-21,53440
10776,10776,Cash on Delivery,2023-05-25,111032
10777,10777,Digital Wallet,2022-08-15,10932
10780,10780,Cash on Delivery,2022-04-08,79397
10783,10783,Cash on Delivery,2022-10-16,28476
10786,10786,Cash on Delivery,2023-04-04,114453
10788,10788,Digital Wallet,2022-04-21,92625
10791,10791,Bank Transfer,2023-03-03,25644
10796,10796,Digital Wallet,2021-01-26,118840
10801,10801,Bank Transfer,2022-08-08,34435
10804,10804,Cash on Delivery,2021-10-15,72133
10805,10805,Bank Transfer,2022-12-20,32550
10808,10808,Digital Wallet,2021-12-23,5598
10814,10814,Digital Wallet,2021-09-02,22938
10815,10815,Cash on Delivery,2023-02-24,53755
10817,10817,Bank Transfer,2021-08-19,22188
10827,10827,Digital Wallet,2021-04-05,40290
10836,10836,Digital Wallet,2021-08-04,23883
10838,10838,Bank Transfer,2022-03-26,62297
10841,10841,Cash on Delivery,2022-02-07,63117
10842,10842,Bank Transfer,2022-02-11,125735
10844,10844,Digital Wallet,2022-02-01,59735
10845,10845,Cash on Delivery,2022-04-26,42863
10847,10847,Digital Wallet,2021-08-30,91754
10851,10851,Cash on Delivery,2022-10-09,15149
10852,10852,Digital Wallet,2023-04-07,86709
10855,10855,Digital Wallet,2021-08-23,11341
10859,10859,Digital Wallet,2021-07-03,60613
10861,10861,Cash on Delivery,2021-11-10,34257
10862,10862,Cash on Delivery,2023-02-08,86339
10866,10866,Digital Wallet,2021-03-19,87867
10868,10868,Cash on Delivery,2022-03-14,32689
10870,10870,Bank Transfer,2023-02-05,122334
10877,10877,Cash on Delivery,2023-04-21,109153
10878,10878,Cash on Delivery,2021-10-12,26526
10882,10882,Digital Wallet,2023-05-19,45644
10884,10884,Bank Transfer,2023-06-15,116549
10885,10885,Cash on Delivery,2021-06-06,4271
10886,10886,Digital Wallet,2022-08-09,96622
10888,10888,Bank Transfer,2023-05-18,92570
10889,10889,Cash on Delivery,2021-03-20,78181
10892,10892,Bank Transfer,2021-01-25,130308
10896,10896,Cash on Delivery,2022-04-01,133031
10899,10899,Digital Wallet,2023-03-06,51629
10900,10900,Digital Wallet,2023-02-22,38126
10904,10904,Bank Transfer,2022-12-13,14523
10906,10906,Cash on Delivery,2021-06-10,113248
10911,10911,Cash on Delivery,2021-05-23,52742
10913,10913,Bank Transfer,2021-01-04,104977
10918,10918,Digital Wallet,2022-12-31,38750
10921,10921,Digital Wallet,2021-09-02,48015
10923,10923,Bank Transfer,2022-01-10,143662
10925,10925,Cash on Delivery,2022-02-11,29716
10926,10926,Bank Transfer,2022-07-29,145687
10932,10932,Digital Wallet,2021-09-30,8729
10934,10934,Bank Transfer,2021-01-20,75523
10938,10938,Digital Wallet,2022-11-03,15422
10941,10941,Bank Transfer,2021-12-07,51749
10943,10943,Digital Wallet,2022-11-08,77171
10944,10944,Cash on Delivery,2022-08-22,60322
10947,10947,Digital Wallet,2021-06-24,125849
10948,10948,Digital Wallet,2022-09-22,57855
10951,10951,Cash on Delivery,2022-08-05,79496
10952,10952,Digital Wallet,2022-04-28,92615
10954,10954,Bank Transfer,2021-01-31,78830
10961,10961,Bank Transfer,2022-01-22,54967
10962,10962,Cash on Delivery,2021-05-19,58585
10965,10965,Cash on Delivery,2021-09-27,114549
10967,10967,Bank Transfer,2022-07-11,107857
10970,10970,Digital Wallet,2021-12-31,7151
10973,10973,Cash on Delivery,2022-08-18,146996
10980,10980,Cash on Delivery,2022-07-27,5164
10982,10982,Digital Wallet,2022-03-14,41023
10986,10986,Digital Wallet,2021-03-10,15697
10988,10988,Cash on Delivery,2021-10-02,11933
10991,10991,Bank Transfer,2021-01-12,104761
10995,10995,Digital Wallet,2021-12-21,106473
10997,10997,Bank Transfer,2023-06-20,81422
10998,10998,Cash on Delivery,2022-12-23,108971
11007,11007,Bank Transfer,2022-07-01,72936
11012,11012,Bank Transfer,2023-03-10,136160
11017,11017,Bank Transfer,2021-04-09,49126
11019,11019,Digital Wallet,2021-10-28,149444
11021,11021,Digital Wallet,2021-08-08,32075
11023,11023,Bank Transfer,2023-04-05,28509
11029,11029,Bank Transfer,2022-04-19,20761
11030,11030,Cash on Delivery,2022-02-25,106312
11031,11031,Bank Transfer,2023-02-21,33266
11035,11035,Cash on Delivery,2022-04-06,11399
11037,11037,Bank Transfer,2022-12-12,86908
11038,11038,Bank Transfer,2023-05-02,65083
11046,11046,Cash on Delivery,2021-10-27,123820
11052,11052,Bank Transfer,2021-07-28,61122
11055,11055,Bank Transfer,2022-05-20,7550
11059,11059,Cash on Delivery,2021-01-03,106876
11062,11062,Cash on Delivery,2022-02-25,134597
11063,11063,Bank Transfer,2021-09-02,86448
11065,11065,Bank Transfer,2023-03-06,120050
11072,11072,Digital Wallet,2022-04-10,72673
11088,11088,Digital Wallet,2022-04-16,141076
11089,11089,Bank Transfer,2021-11-28,56490
11092,11092,Cash on Delivery,2022-12-19,121760
11093,11093,Digital Wallet,2021-03-04,94653
11094,11094,Bank Transfer,2022-01-22,81844
11095,11095,Bank Transfer,2021-10-28,132204
11098,11098,Digital Wallet,2021-12-27,147973
11099,11099,Cash on Delivery,2023-03-07,57627
11100,11100,Cash on Delivery,2021-04-24,63206
11109,11109,Bank Transfer,2022-10-07,122702
11111,11111,Cash on Delivery,2022-02-12,68455
11114,11114,Bank Transfer,2021-11-16,48261
11116,11116,Digital Wallet,2022-08-12,33259
11123,11123,Bank Transfer,2022-11-30,86043
11124,11124,Bank Transfer,2022-09-28,128567
11125,11125,Cash on Delivery,2022-12-12,116731
11128,11128,Bank Transfer,2022-02-07,116313
11129,11129,Cash on Delivery,2021-09-21,41071
11130,11130,Cash on Delivery,2021-08-20,85859
11135,11135,Bank Transfer,2022-11-03,149196
11137,11137,Cash on Delivery,2021-10-12,76303
11139,11139,Bank Transfer,2021-10-12,12507
11143,11143,Bank Transfer,2022-11-13,42885
11144,11144,Bank Transfer,2022-07-22,107196
11145,11145,Digital Wallet,2022-06-16,21065
11146,11146,Cash on Delivery,2022-04-09,36605
11147,11147,Cash on Delivery,2021-04-29,81890
11152,11152,Digital Wallet,2022-02-23,57243
11153,11153,Cash on Delivery,2021-05-03,90380
11160,11160,Bank Transfer,2021-04-05,122139
11165,11165,Bank Transfer,2022-09-04,8193
11167,11167,Cash on Delivery,2021-01-26,61634
11168,11168,Bank Transfer,2022-10-26,5062
11170,11170,Cash on Delivery,2022-01-10,70807
11176,11176,Digital Wallet,2021-03-10,67691
11177,11177,Digital Wallet,2023-04-02,113887
11180,11180,Digital Wallet,2022-11-17,145192
11182,11182,Bank Transfer,2021-04-25,130231
11183,11183,Digital Wallet,2022-03-03,77282
11187,11187,Digital Wallet,2021-09-12,78637
11191,11191,Cash on Delivery,2021-04-08,57310
11200,11200,Bank Transfer,2023-04-09,6468
11201,11201,Cash on Delivery,2022-06-12,121849
11204,11204,Bank Transfer,2022-06-18,46463
11206,11206,Digital Wallet,2022-09-15,108743
11209,11209,Digital Wallet,2021-10-02,57458
11211,11211,Bank Transfer,2021-12-15,118433
11219,11219,Digital Wallet,2021-04-19,141316
11222,11222,Digital Wallet,2021-01-23,64527
11228,11228,Cash on Delivery,2022-02-11,16748
11232,11232,Digital Wallet,2022-09-06,145713
11233,11233,Bank Transfer,2022-02-03,75844
11234,11234,Digital Wallet,2021-06-02,11154
11235,11235,Bank Transfer,2021-08-18,77018
11241,11241,Cash on Delivery,2022-10-09,83334
11244,11244,Bank Transfer,2021-11-07,126641
11251,11251,Digital Wallet,2023-03-25,55023
11252,11252,Digital Wallet,2023-05-18,81990
11253,11253,Bank Transfer,2022-04-29,87704
11260,11260,Bank Transfer,2022-02-11,30862
11261,11261,Cash on Delivery,2023-02-03,9029
11263,11263,Bank Transfer,2022-08-14,39006
11266,11266,Cash on Delivery,2023-05-11,1521
11273,11273,Bank Transfer,2022-03-01,31740
11275,11275,Digital Wallet,2021-05-23,19313
11276,11276,Digital Wallet,2022-07-06,141935
11277,11277,Digital Wallet,2023-04-06,84856
11278,11278,Bank Transfer,2021-12-15,116628
11284,11284,Digital Wallet,2021-06-14,44141
11285,11285,Cash on Delivery,2021-01-19,34833
11286,11286,Cash on Delivery,2022-05-25,2487
11287,11287,Bank Transfer,2022-03-07,143527
11293,11293,Digital Wallet,2021-10-12,68169
11294,11294,Cash on Delivery,2022-12-15,100609
11296,11296,Bank Transfer,2021-07-10,112307
11303,11303,Digital Wallet,2023-02-09,98522
11305,11305,Digital Wallet,2021-10-30,68734
11309,11309,Bank Transfer,2022-02-08,100386
11313,11313,Digital Wallet,2022-10-22,124477
11315,11315,Cash on Delivery,2021-05-26,149548
11317,11317,Cash on Delivery,2022-09-23,84796
11318,11318,Digital Wallet,2021-09-28,73923
11320,11320,Bank Transfer,2022-04-07,125556
11323,11323,Cash on Delivery,2021-02-19,139649
11326,11326,Bank Transfer,2021-04-06,46805
11328,11328,Digital Wallet,2021-02-05,112943
11333,11333,Digital Wallet,2023-04-11,59801
11344,11344,Bank Transfer,2022-02-22,118736
11352,11352,Digital Wallet,2023-06-14,107315
11356,11356,Digital Wallet,2022-12-23,147543
11360,11360,Digital Wallet,2022-10-08,130509
11371,11371,Bank Transfer,2023-04-10,87530
11373,11373,Cash on Delivery,2021-01-24,131901
11376,11376,Bank Transfer,2022-09-03,35747
11382,11382,Digital Wallet,2022-04-01,99524
11387,11387,Cash on Delivery,2021-10-07,29307
11393,11393,Digital Wallet,2021-07-23,88027
11399,11399,Bank Transfer,2023-02-17,124088
11403,11403,Cash on Delivery,2022-03-31,13885
11404,11404,Bank Transfer,2023-01-10,141241
11407,11407,Cash on Delivery,2021-02-19,25921
11410,11410,Cash on Delivery,2021-09-20,144240
11411,11411,Bank Transfer,2022-05-04,60521
11418,11418,Cash on Delivery,2022-05-01,124843
11419,11419,Cash on Delivery,2022-04-16,49390
11420,11420,Cash on Delivery,2021-10-24,18882
11422,11422,Bank Transfer,2022-11-04,124150
11423,11423,Digital Wallet,2021-08-12,90556
11424,11424,Bank Transfer,2023-02-15,30015
11426,11426,Cash on Delivery,2023-01-03,74536
11429,11429,Bank Transfer,2022-05-17,45368
11430,11430,Digital Wallet,2023-01-17,105720
11431,11431,Bank Transfer,2022-07-28,116535
11442,11442,Bank Transfer,2022-11-18,114378
11446,11446,Bank Transfer,2021-09-19,78783
11447,11447,Cash on Delivery,2023-06-08,125670
11448,11448,Cash on Delivery,2021-11-23,126320
11450,11450,Cash on Delivery,2022-02-15,112585
11453,11453,Cash on Delivery,2022-12-30,118742
11459,11459,Digital Wallet,2021-04-21,73521
11461,11461,Cash on Delivery,2023-02-23,128693
11471,11471,Bank Transfer,2023-01-02,35619
11472,11472,Bank Transfer,2021-04-02,149490
11478,11478,Bank Transfer,2022-08-11,63967
11480,11480,Digital Wallet,2021-08-06,105018
11483,11483,Digital Wallet,2021-01-21,17222
11487,11487,Cash on Delivery,2022-05-09,82008
11495,11495,Cash on Delivery,2021-06-10,97100
11499,11499,Cash on Delivery,2022-11-16,38150
11500,11500,Digital Wallet,2021-07-19,73631
11501,11501,Bank Transfer,2023-02-26,20549
11503,11503,Bank Transfer,2022-09-15,116485
11504,11504,Cash on Delivery,2022-01-01,57920
11515,11515,Bank Transfer,2022-06-17,100412
11516,11516,Bank Transfer,2023-02-16,112593
11523,11523,Bank Transfer,2022-07-10,137862
11525,11525,Digital Wallet,2021-04-22,19241
11530,11530,Digital Wallet,2022-08-26,44856
11535,11535,Cash on Delivery,2021-08-13,108851
11538,11538,Bank Transfer,2022-02-23,81480
11542,11542,Cash on Delivery,2022-09-23,51606
11543,11543,Cash on Delivery,2021-01-01,31393
11553,11553,Bank Transfer,2022-03-14,14035
11559,11559,Bank Transfer,2022-08-18,29427
11560,11560,Bank Transfer,2022-07-25,30857
11562,11562,Digital Wallet,2023-01-08,111769
11569,11569,Bank Transfer,2021-04-30,8139
11573,11573,Bank Transfer,2022-02-04,114234
11579,11579,Bank Transfer,2021-03-23,81840
11582,11582,Bank Transfer,2022-01-28,137155
11586,11586,Digital Wallet,2023-05-19,3289
11587,11587,Bank Transfer,2023-01-19,63954
11592,11592,Bank Transfer,2022-03-25,57542
11594,11594,Cash on Delivery,2021-10-19,40034
11596,11596,Cash on Delivery,2022-08-09,79722
11597,11597,Bank Transfer,2021-11-07,118966
11598,11598,Bank Transfer,2022-02-23,44494
11599,11599,Digital Wallet,2021-04-16,3857
11600,11600,Bank Transfer,2022-09-17,66018
11602,11602,Digital Wallet,2021-08-31,128092
11603,11603,Cash on Delivery,2023-06-18,138757
11607,11607,Cash on Delivery,2023-04-11,74358
11616,11616,Cash on Delivery,2021-09-11,142078
11619,11619,Digital Wallet,2023-01-13,12533
11624,11624,Cash on Delivery,2021-01-12,9515
11629,11629,Cash on Delivery,2022-12-04,68545
11631,11631,Bank Transfer,2022-12-29,65994
11635,11635,Digital Wallet,2021-09-01,48427
11638,11638,Cash on Delivery,2022-05-27,55908
11643,11643,Cash on Delivery,2022-07-21,84950
11645,11645,Bank Transfer,2022-11-18,101124
11650,11650,Bank Transfer,2022-01-09,37364
11655,11655,Cash on Delivery,2021-12-24,32973
11656,11656,Cash on Delivery,2023-05-23,48277
11658,11658,Cash on Delivery,2021-07-06,17705
11659,11659,Cash on Delivery,2022-07-02,62086
11662,11662,Bank Transfer,2023-04-28,143352
11669,11669,Cash on Delivery,2022-05-06,131801
11671,11671,Bank Transfer,2022-08-03,102032
11677,11677,Bank Transfer,2021-06-15,18160
11684,11684,Bank Transfer,2021-04-13,52053
11687,11687,Digital Wallet,2021-12-29,74985
11688,11688,Bank Transfer,2021-02-10,32342
11691,11691,Cash on Delivery,2022-07-16,50970
11694,11694,Bank Transfer,2022-04-04,100304
11697,11697,Digital Wallet,2022-10-07,12832
11698,11698,Bank Transfer,2022-06-24,34529
11699,11699,Cash on Delivery,2021-10-23,16358
11701,11701,Bank Transfer,2022-01-14,41582
11703,11703,Digital Wallet,2021-09-08,127482
11704,11704,Bank Transfer,2022-01-24,23485
11705,11705,Cash on Delivery,2022-11-19,12951
11709,11709,Bank Transfer,2021-04-02,43154
11712,11712,Digital Wallet,2021-02-16,46210
11716,11716,Bank Transfer,2021-05-22,62069
11727,11727,Cash on Delivery,2021-05-24,33730
11729,11729,Digital Wallet,2023-02-01,129840
11736,11736,Bank Transfer,2023-02-28,85952
11743,11743,Bank Transfer,2021-11-05,62721
11744,11744,Digital Wallet,2022-01-21,36663
11750,11750,Digital Wallet,2022-07-29,139429
11751,11751,Bank Transfer,2021-01-19,115803
11754,11754,Bank Transfer,2022-07-17,70599
11755,11755,Bank Transfer,2021-02-25,96126
11759,11759,Digital Wallet,2021-04-25,32868
11763,11763,Cash on Delivery,2022-02-09,147093
11767,11767,Digital Wallet,2022-01-08,77881
11771,11771,Bank Transfer,2022-10-30,23886
11774,11774,Digital Wallet,2021-10-12,103918
11775,11775,Cash on Delivery,2023-04-27,114774
11779,11779,Digital Wallet,2023-02-24,50367
11785,11785,Digital Wallet,2021-09-21,93675
11786,11786,Digital Wallet,2023-03-29,45865
11790,11790,Cash on Delivery,2021-05-19,26894
11792,11792,Cash on Delivery,2022-03-31,124500
11794,11794,Bank Transfer,2021-11-16,54210
11800,11800,Bank Transfer,2023-03-27,33466
11801,11801,Cash on Delivery,2022-12-12,73712
11802,11802,Digital Wallet,2021-12-27,33243
11805,11805,Cash on Delivery,2022-07-25,32899
11807,11807,Bank Transfer,2023-05-02,134553
11810,11810,Cash on Delivery,2021-12-19,31029
11812,11812,Cash on Delivery,2021-10-07,77692
11813,11813,Cash on Delivery,2023-03-03,60067
11814,11814,Cash on Delivery,2021-12-14,86165
11816,11816,Cash on Delivery,2022-10-16,9856
11819,11819,Digital Wallet,2022-03-26,27086
11820,11820,Cash on Delivery,2021-03-15,139487
11821,11821,Digital Wallet,2021-07-12,53091
11825,11825,Cash on Delivery,2023-01-21,64589
11827,11827,Bank Transfer,2022-04-08,29645
11837,11837,Bank Transfer,2022-12-04,41534
11839,11839,Cash on Delivery,2022-09-18,21192
11848,11848,Digital Wallet,2021-08-03,138980
11849,11849,Digital Wallet,2021-07-15,60222
11851,11851,Digital Wallet,2023-06-15,76629
11853,11853,Digital Wallet,2021-12-16,101018
11854,11854,Cash on Delivery,2021-02-12,98760
11856,11856,Bank Transfer,2021-07-13,118282
11858,11858,Bank Transfer,2022-06-09,73956
11860,11860,Cash on Delivery,2022-07-08,32118
11862,11862,Bank Transfer,2022-07-05,83116
11865,11865,Cash on Delivery,2021-07-18,129360
11871,11871,Bank Transfer,2023-04-03,33148
11874,11874,Digital Wallet,2023-05-17,56297
11877,11877,Digital Wallet,2021-02-08,104891
11878,11878,Cash on Delivery,2022-10-31,131877
11884,11884,Cash on Delivery,2023-03-23,91211
11886,11886,Cash on Delivery,2021-03-08,95568
11887,11887,Digital Wallet,2021-10-24,5539
11890,11890,Bank Transfer,2022-02-09,63588
11891,11891,Digital Wallet,2021-03-07,114108
11900,11900,Cash on Delivery,2022-03-30,11780
11901,11901,Bank Transfer,2021-07-20,32095
11903,11903,Digital Wallet,2021-10-15,91944
11904,11904,Cash on Delivery,2021-01-19,106352
11905,11905,Digital Wallet,2022-09-10,141634
11908,11908,Bank Transfer,2022-05-09,127991
11913,11913,Digital Wallet,2022-09-23,119598
11914,11914,Digital Wallet,2021-08-25,113495
11916,11916,Bank Transfer,2021-12-05,72902
11917,11917,Digital Wallet,2022-09-03,13733
11921,11921,Digital Wallet,2021-02-08,34827
11929,11929,Digital Wallet,2022-07-14,19371
11937,11937,Digital Wallet,2022-10-26,95404
11940,11940,Bank Transfer,2022-01-05,57393
11944,11944,Bank Transfer,2023-01-20,7774
11945,11945,Bank Transfer,2022-03-31,20258
11946,11946,Bank Transfer,2022-10-08,74652
11949,11949,Bank Transfer,2021-10-17,140610
11950,11950,Bank Transfer,2021-08-31,42371
11953,11953,Digital Wallet,2021-04-29,39768
11962,11962,Cash on Delivery,2023-05-08,19660
11964,11964,Bank Transfer,2021-10-27,6468
11965,11965,Digital Wallet,2021-06-09,9462
11966,11966,Cash on Delivery,2021-01-08,142565
11971,11971,Bank Transfer,2021-12-09,62185
11973,11973,Digital Wallet,2022-01-06,32651
11982,11982,Bank Transfer,2021-09-28,83821
11983,11983,Digital Wallet,2022-10-30,52536
11984,11984,Cash on Delivery,2022-12-23,98988
11986,11986,Digital Wallet,2021-04-11,86236
11988,11988,Bank Transfer,2021-01-23,69349
11989,11989,Bank Transfer,2022-08-19,83215
11995,11995,Cash on Delivery,2021-07-16,148284
12003,12003,Cash on Delivery,2023-06-02,76331
12004,12004,Cash on Delivery,2022-05-04,27064
12005,12005,Digital Wallet,2023-06-06,140831
12012,12012,Cash on Delivery,2022-03-31,144381
12019,12019,Digital Wallet,2023-01-29,68370
12020,12020,Digital Wallet,2021-09-18,23075
12021,12021,Bank Transfer,2022-10-28,104021
12022,12022,Cash on Delivery,2022-02-17,98583
12025,12025,Cash on Delivery,2021-04-27,8151
12026,12026,Digital Wallet,2022-04-08,17171
12027,12027,Cash on Delivery,2021-08-15,39244
12029,12029,Digital Wallet,2022-04-11,124671
12033,12033,Digital Wallet,2021-01-13,25437
12034,12034,Digital Wallet,2022-08-07,74575
12035,12035,Cash on Delivery,2021-10-25,43517
12036,12036,Cash on Delivery,2023-01-11,31023
12037,12037,Cash on Delivery,2022-07-21,16583
12038,12038,Bank Transfer,2021-03-18,28893
12042,12042,Cash on Delivery,2023-05-07,32020
12045,12045,Bank Transfer,2022-03-23,35631
12047,12047,Bank Transfer,2021-05-10,30645
12050,12050,Digital Wallet,2023-03-27,39484
12052,12052,Cash on Delivery,2021-02-26,1324
12055,12055,Cash on Delivery,2022-09-21,30340
12060,12060,Bank Transfer,2021-07-12,148547
12063,12063,Digital Wallet,2022-03-17,91263
12069,12069,Digital Wallet,2022-10-10,134472
12075,12075,Digital Wallet,2021-02-24,69269
12081,12081,Digital Wallet,2021-09-04,139025
12082,12082,Cash on Delivery,2022-12-20,80832
12084,12084,Digital Wallet,2022-04-26,124318
12086,12086,Bank Transfer,2021-02-05,124163
12091,12091,Cash on Delivery,2021-09-18,47948
12102,12102,Digital Wallet,2022-05-30,115951
12107,12107,Bank Transfer,2022-10-13,104594
12116,12116,Digital Wallet,2021-04-02,48081
12117,12117,Digital Wallet,2022-11-15,17556
12120,12120,Bank Transfer,2023-03-09,8697
12121,12121,Bank Transfer,2021-09-05,112023
12123,12123,Digital Wallet,2022-05-26,135506
12128,12128,Bank Transfer,2021-09-25,90059
12129,12129,Cash on Delivery,2021-10-13,116769
12131,12131,Digital Wallet,2021-07-13,143650
12135,12135,Cash on Delivery,2023-03-15,105274
12136,12136,Cash on Delivery,2023-01-10,102473
12141,12141,Bank Transfer,2022-04-12,132928
12144,12144,Digital Wallet,2022-08-04,106177
12151,12151,Cash on Delivery,2022-11-19,48611
12157,12157,Cash on Delivery,2021-03-29,124515
12158,12158,Bank Transfer,2021-04-17,107651
12160,12160,Bank Transfer,2021-02-21,54718
12166,12166,Bank Transfer,2021-06-24,124121
12168,12168,Digital Wallet,2021-07-05,68634
12170,12170,Digital Wallet,2023-03-16,78032
12173,12173,Bank Transfer,2021-11-08,38982
12174,12174,Bank Transfer,2023-05-01,7628
12175,12175,Bank Transfer,2022-05-07,124962
12177,12177,Cash on Delivery,2022-06-16,58597
